ActivityIdentifier,CollectionDate,Latitude_dd,Longitude_dd,SiteNumber,chem_Azinphos-methyl,chem_Carbaryl,chem_Chlorpyrifos,chem_Diazinon,chem_Dieldrin,chem_Malathion,chem_Methyl parathion,chem_Thiobencarb,chem_Trifluralin,chem_gamma-HCH (Lindane)
nwisin.01.99500308,1995-05-30,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.004,0.06,0.008,5e-04,0.019,0.003,0.001,0.009,0.002
nwisin.01.99500348,1995-06-13,39.6667121,-86.1963768,USGS-03353637,5e-04,0.004,0.002,0.015,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500349,1995-06-13,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500369,1995-06-26,39.6667121,-86.1963768,USGS-03353637,5e-04,0.004,0.026,0.24,5e-04,0.022,0.003,0.001,0.007,0.002
nwisin.01.99500370,1995-06-26,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.004,0.002,0.005,5e-04,0.0025,0.003,0.001,0.007,0.002
nwisin.01.99500446,1995-07-11,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.008,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500447,1995-07-11,39.6667121,-86.1963768,USGS-03353637,5e-04,0.008,0.002,0.046,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500465,1995-07-26,39.6667121,-86.1963768,USGS-03353637,5e-04,0.004,0.005,0.15,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500466,1995-07-26,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500496,1995-08-07,39.6667121,-86.1963768,USGS-03353637,5e-04,0.004,0.006,0.38,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500497,1995-08-07,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.004,0.002,0.006,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500537,1995-08-22,39.6667121,-86.1963768,USGS-03353637,5e-04,0.004,0.002,0.084,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500538,1995-08-22,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500548,1995-08-30,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.004,0.002,0.081,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99500552,1995-09-18,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.004,0.002,0.045,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600002,1995-10-17,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.004,0.002,0.011,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600004,1995-11-06,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600051,1995-12-04,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600137,1996-01-16,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600138,1996-01-17,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.021,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600188,1996-02-13,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600189,1996-02-14,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.11,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600237,1996-03-19,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.011,0.009,5e-04,0.0025,0.003,0.001,0.006,0.002
nwisin.01.99600240,1996-03-26,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600245,1996-04-09,39.6667121,-86.1963768,USGS-03353637,5e-04,0.015,0.038,0.006,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600246,1996-04-09,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600250,1996-04-24,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.014,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600261,1996-05-06,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.024,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600356,1996-05-15,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.005,0.032,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600357,1996-05-15,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.19,0.009,0.0025,0.003,0.009,0.006,0.002
nwisin.01.99600358,1996-05-20,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.002,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600370,1996-05-28,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.012,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600374,1996-06-03,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600376,1996-06-10,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.009,0.002,0.004,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600377,1996-06-10,39.6667121,-86.1963768,USGS-03353637,5e-04,0.006,0.009,0.049,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600422,1996-06-17,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.073,0.001,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisin.01.99600426,1996-06-24,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.003,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600428,1996-07-01,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600433,1996-07-10,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600434,1996-07-15,39.6667121,-86.1963768,USGS-03353637,5e-04,0.23,0.002,0.048,5e-04,0.045,0.003,0.001,0.001,0.002
nwisin.01.99600435,1996-07-15,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600447,1996-07-22,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.074,0.015,0.001,5e-04,0.0025,0.003,0.001,0.004,0.002
nwisin.01.99600492,1996-07-29,39.6667121,-86.1963768,USGS-03353637,5e-04,0.035,0.006,0.15,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600493,1996-07-29,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600495,1996-08-05,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.004,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600497,1996-08-07,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.023,5e-04,0.047,0.003,0.001,0.001,0.002
nwisin.01.99600498,1996-08-12,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600499,1996-08-12,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.0139,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600514,1996-08-19,39.6667121,-86.1963768,USGS-03353637,5e-04,0.113,0.002,0.217,5e-04,0.509,0.003,0.001,0.001,0.002
nwisin.01.99600515,1996-08-19,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.0063,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600528,1996-08-27,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.0259,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600529,1996-08-27,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600614,1996-09-10,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600674,1996-09-24,39.6667121,-86.1963768,USGS-03353637,5e-04,0.009,0.002,0.136,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99600675,1996-09-24,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.0074,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700002,1996-10-03,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700037,1996-11-07,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700073,1996-12-05,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700129,1997-01-14,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700165,1997-02-12,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700443,1997-03-19,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700483,1997-04-14,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700484,1997-04-29,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.005,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700488,1997-05-12,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700491,1997-05-08,39.72782144,-85.8794246,USGS-394340085524601,0.005,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700494,1997-05-20,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700495,1997-05-20,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.0035,0.0138,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99700533,1997-06-02,39.72782144,-85.8794246,USGS-394340085524601,0.0125,0.015,0.002,0.0113,5e-04,0.0025,0.003,0.001,0.004,0.002
nwisin.01.99700534,1997-06-02,39.6667121,-86.1963768,USGS-03353637,0.007,0.017,0.0102,0.111,5e-04,0.0025,0.003,0.001,0.003,0.002
nwisin.01.99700967,1997-06-17,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.0029,0.0158,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701011,1997-07-01,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701015,1997-07-15,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701016,1997-07-15,39.6667121,-86.1963768,USGS-03353637,5e-04,0.016,0.0059,0.0187,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701036,1997-08-26,39.6667121,-86.1963768,USGS-03353637,5e-04,0.01,0.002,0.246,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701037,1997-08-26,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701341,1997-07-30,39.6667121,-86.1963768,USGS-03353637,0.01,0.0015,0.0049,0.14,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701342,1997-07-30,39.72782144,-85.8794246,USGS-394340085524601,0.005,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701345,1997-08-12,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701519,1997-09-09,39.6667121,-86.1963768,USGS-03353637,5e-04,0.019,0.005,0.128,5e-04,0.05,0.003,0.001,0.001,0.002
nwisin.01.99701520,1997-09-09,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.005,0.002,0.0055,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99701522,1997-09-23,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800001,1997-10-06,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800005,1997-11-04,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800011,1997-12-02,39.6667121,-86.1963768,USGS-03353637,5e-04,0.018,0.005,0.0207,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800012,1997-12-03,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.005,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800079,1998-04-09,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.0171,5e-04,0.0025,0.003,0.001,0.004,0.002
nwisin.01.99800080,1998-04-09,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.282,5e-04,0.0025,0.003,0.001,0.009,0.002
nwisin.01.99800337,1998-04-21,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.0039,0.0209,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisin.01.99800338,1998-04-21,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800340,1998-05-06,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.04,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800352,1998-05-18,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800353,1998-05-18,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.0067,0.0193,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800362,1998-06-03,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.019,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800363,1998-06-04,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.015,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800588,1998-06-18,39.6667121,-86.1963768,USGS-03353637,5e-04,0.012,0.005,0.0514,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800589,1998-06-18,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.01,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800593,1998-07-08,39.6667121,-86.1963768,USGS-03353637,5e-04,0.116,0.005,0.158,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800594,1998-07-08,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800596,1998-07-20,39.6667121,-86.1963768,USGS-03353637,5e-04,0.295,0.002,0.44,5e-04,0.024,0.003,0.001,0.001,0.002
nwisin.01.99800597,1998-07-20,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.051,0.002,0.0731,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800599,1998-08-05,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.0341,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800600,1998-08-05,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800605,1998-08-18,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.0598,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800606,1998-08-18,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800610,1998-09-02,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.0079,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800611,1998-09-02,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99800820,1998-09-16,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900020,1999-04-06,39.6667121,-86.1963768,USGS-03353637,5e-04,0.039,0.005,0.0222,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900021,1999-04-06,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900022,1999-04-20,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.0195,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900023,1999-04-20,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900033,1999-05-05,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900035,1999-05-10,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.0153,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900037,1999-05-18,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.01,0.002,0.0038,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900038,1999-05-18,39.6667121,-86.1963768,USGS-03353637,5e-04,0.036,0.002,0.052,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900074,1999-06-02,39.6667121,-86.1963768,USGS-03353637,5e-04,0.017,0.005,0.293,5e-04,0.0025,0.003,0.001,0.003,0.002
nwisin.01.99900077,1999-06-16,39.6667121,-86.1963768,USGS-03353637,5e-04,0.0015,0.002,0.0287,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900078,1999-06-16,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900095,1999-07-06,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900097,1999-07-08,39.6667121,-86.1963768,USGS-03353637,5e-04,0.052,0.002,0.24,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900108,1999-07-20,39.6667121,-86.1963768,USGS-03353637,5e-04,0.014,0.01,0.0372,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900109,1999-07-20,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.011,0.002,0.0022,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900126,1999-08-19,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900168,1999-09-09,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisin.01.99900181,1999-09-22,39.72782144,-85.8794246,USGS-394340085524601,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000027,1999-11-04,30.38241445,-91.0942712,USGS-07379960,5e-04,0.011,0.0153,0.196,5e-04,0.01,0.003,0.001,0.001,0.002
nwisla.01.00000031,1999-10-28,30.38241445,-91.0942712,USGS-07379960,5e-04,0.0015,0.002,0.0053,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000070,1999-12-14,30.38241445,-91.0942712,USGS-07379960,5e-04,0.015,0.0157,0.0821,5e-04,0.0075,0.003,0.001,0.001,0.002
nwisla.01.00000080,1999-12-01,30.38241445,-91.0942712,USGS-07379960,5e-04,0.01,0.0063,0.0907,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000111,2000-01-18,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0068,0.0205,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000239,2000-02-07,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0073,0.029,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000323,2000-03-07,30.38241445,-91.0942712,USGS-07379960,5e-04,0.01,0.007,0.0992,5e-04,0.0025,0.003,0.001,0.003,0.002
nwisla.01.00000324,2000-02-26,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0211,0.0222,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisla.01.00000354,2000-03-13,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0107,0.132,5e-04,0.0025,0.003,0.001,0.004,0.002
nwisla.01.00000375,2000-03-27,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0118,0.381,5e-04,0.045,0.003,0.001,0.001,0.002
nwisla.01.00000453,2000-04-10,30.38241445,-91.0942712,USGS-07379960,5e-04,0.07,0.0057,0.126,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000473,2000-04-24,30.38241445,-91.0942712,USGS-07379960,5e-04,0.12,0.0156,0.4,5e-04,0.073,0.003,0.001,0.001,0.002
nwisla.01.00000511,2000-05-02,30.38241445,-91.0942712,USGS-07379960,5e-04,0.01,0.0083,0.0589,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000520,2000-05-08,30.38241445,-91.0942712,USGS-07379960,5e-04,0.08,0.0142,0.327,5e-04,0.009,0.003,0.001,0.001,0.002
nwisla.01.00000594,2000-05-22,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0079,0.0262,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000610,2000-05-30,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0035,0.0268,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisla.01.00000618,2000-06-09,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0055,0.0182,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000650,2000-06-15,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0097,0.0931,5e-04,0.01,0.003,0.001,0.001,0.002
nwisla.01.00000680,2000-06-19,30.38241445,-91.0942712,USGS-07379960,5e-04,0.01,0.0058,0.275,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000688,2000-06-26,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0038,0.0614,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000711,2000-07-05,30.38241445,-91.0942712,USGS-07379960,5e-04,0.01,0.0072,0.127,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000718,2000-07-10,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.0046,0.0315,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000755,2000-07-17,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000758,2000-07-24,30.38241445,-91.0942712,USGS-07379960,5e-04,0.12,0.0218,0.498,5e-04,0.048,0.003,0.001,0.001,0.002
nwisla.01.00000802,2000-08-21,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.003,0.035,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.00000837,2000-09-08,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.002,0.01,5e-04,0.033,0.003,0.001,0.001,0.002
nwisla.01.00100015,2000-10-24,30.38241445,-91.0942712,USGS-07379960,0.025,0.03,0.0025,0.0245,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisla.01.00100107,2001-02-09,30.38241445,-91.0942712,USGS-07379960,0.025,0.03,0.0025,0.0497,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisla.01.00100293,2001-04-19,30.38241445,-91.0942712,USGS-07379960,0.025,0.01,0.0025,0.0162,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisla.01.00200220,2002-03-25,30.38241445,-91.0942712,USGS-07379960,0.025,0.0205,0.0025,0.0313,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisla.01.99800739,1998-09-12,30.38241445,-91.0942712,USGS-07379960,5e-04,0.094,0.0103,0.0786,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900058,1998-11-10,30.38241445,-91.0942712,USGS-07379960,5e-04,0.004,0.0081,0.0285,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900105,1998-12-17,30.38241445,-91.0942712,USGS-07379960,5e-04,0.004,0.0076,0.106,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900147,1999-01-14,30.38241445,-91.0942712,USGS-07379960,5e-04,0.004,0.0095,0.022,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900231,1999-02-10,30.38241445,-91.0942712,USGS-07379960,5e-04,0.004,0.0083,0.0193,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900381,1999-03-11,30.38241445,-91.0942712,USGS-07379960,5e-04,0.004,0.0081,0.138,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900437,1999-03-25,30.38241445,-91.0942712,USGS-07379960,5e-04,0.004,0.0075,0.0287,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900456,1999-04-22,30.38241445,-91.0942712,USGS-07379960,5e-04,0.0015,0.0044,0.0207,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900582,1999-06-01,30.38241445,-91.0942712,USGS-07379960,5e-04,0.187,0.0116,0.213,5e-04,0.0025,0.003,0.001,0.001,0.005
nwisla.01.99900583,1999-05-20,30.38241445,-91.0942712,USGS-07379960,5e-04,0.03,0.002,0.0164,5e-04,0.0025,0.003,0.001,0.001,0.002
